index,label,review
19,1,"其實不錯啦，可能我住的酒店也比較少，至少在我住的酒店當中這個是不錯的，可惜的是電視機實在是太大了。。。如果資金充裕可以考慮換背投的。。。還有房間的地毯可以換的顏色比較好點的。。。服務還是很不錯的！！！這點肯定賓館回饋2008年5月15日：感謝您的光臨和點評,我們會認真考慮設備設施的改造問題."
20,1,"其實只是一般,但前一天住到對面的長百闔家歡假日垃圾酒店.對比下,就如同天堂與地獄的分別"
21,1,其實在預定之前，看了各人的評論，有好有壞，結果我猶豫再三。入住了酒店後（豪華套房）就知道自己定對了酒店。酒店前臺服務很周到，房間的設施也不錯，個人覺得值得推薦。由於我經常有去市長大廈那邊，感覺氣勢非常宏偉，所以就算訂個普通房，也算是享受大環境。
22,0,其實住美卡不是第一次，這次算我最失望的一次！一直以來我比較喜歡這個酒店，最近我覺得很差很差．這次住的是豪華房．我真是不知道豪華房是這樣的．感覺裡面佈置真是一個字＂差＂！等我洗澡的時候發現排水是根本就不能排水！滿池子都是水，我洗一會出來一會，等著水排完在進去洗，那叫一個痛苦，當時快１２點了，我真不知道是叫人修還是不叫人修理！早晨更加生氣，不到９點，一個服務員有敲門有按門鈴，結果來了句洗衣服，我說不洗，不到一個小時以後有來一個服務員同樣的敲門按門鈴，然後來句要打掃房間嗎？氣的我當時起來，叫了他們經理，他們經理的解釋就是，我沒有把免打擾的牌子掛出去，我當時暈過去！錯誤還是怪我了！我沒有聽過這樣的解釋．最後他們經理準備送一個杯子給我，我當時就不要，我不知道他們酒店懂不懂中國的傳統，送杯子在中國是送悲的意思！然後等他們修水道的修好洗澡走人，我發誓在也不來這個酒店了！還有就是他們的什麼牙膏這些東西，簡直和以前不能比，差的要命！我真是不知道搞什麼，而且他們每個房間用的東西還不一樣！真是差加失望！
23,1,"其實夏天去三亞旅遊還是很合算的,價格絕對優惠,人也少得多...這個酒店夏天的性價比還算可以,冬天另說.位置不錯,正對大東海廣場,大堂很好很大,典型的三亞式風格,門窗都是永遠開的,我住的是別墅,房間還算大,電視小點,不過也沒時間看...早餐很簡單.俄羅斯人很多.有個游泳池正對海岸,還正好碰上海軍演習,開炮射擊,咚咚響."
24,0,其實格林豪泰給我的印象一直挺好的，（那是因為之前住的是上海的格林豪泰），所以就想換換環境，訂了三天的房，首先一進大門，感覺還挺好，接著就是前臺了，那叫什麼服務態度呀？晚上房間的隔音效果確實很差，隔壁大叔的打呼聲簡直就如同和他在一個房間，這都不說，令我感覺不錯的是，這裡還有早餐，之前我是不吃早餐的，別的酒店也有早餐。去了一看，天呀，這也叫早餐？包子+饅頭+稀粥+鹹菜------退房的時候我把這幾天的早餐券全還給了他們。下次不會考慮再住這家酒店
25,1,其實這個價格相對這個狀況的酒店已經不便宜了（360元），這個季節，這個城市亂七八糟的。但是相對這個（4星）級別的，已經算是還可以了
26,0,其實這種酒店麼，如果不是因為要趕浦東機場大早的航班肯定是沒有機會住的。所以要求不能太高。晚上不會被飛機的聲音吵醒，因為空調的聲音完全可以蓋住，不過總體上不影響休息。非常搞笑的是，冰箱是上鎖的，這是我住過的最搞笑的酒店，如果沒有能力查房或者對客人沒有最基本的信任的話，又何必花錢裝冰箱呢？每半小時有班車去候機室，總算還是方便。
27,0,其實就是原來的招待所，重新裝修了一下。倒是比較乾淨，服務也還可以，設施不是很好，最重要的是那個院子晚上12點要關大門的，結果有一天晚上回來晚了，怎麼敲門也沒人搭理，後來有個保安出來說走後面的門，真是鬱悶啊！
28,0,其實就是桐城的會所，位置在桐城的最裡面，從北苑路走進去要將近十分鐘，不好找，不好打車。這樣的條件300多元太貴了。補充點評2007年4月14日：說明：不知道現在價格如何，我的客人是三月十一號入住的。
29,1,具備4星級賓館標準，但入住當日因故停電、停水，住了3天，熱水停了1天半。環境很好，服務滿意
30,1,"典型的快捷酒店的風格，房間不錯，淋浴很舒服,早餐十分的豐盛,在鄭州當地此酒店好象十分的出名"
31,0,典型的垃圾酒店，和同檔次的王府飯店和李汪大酒店差得很遠，服務差，設施差，給我的感覺是酒店的服務生是上帝好像我簽了他們錢似的，checkin的時候無緣無故態度極其惡劣更別說笑容了，建議不要住那裡。
32,1,"典型的客家山水度假地，就如山莊形象代表--餐廳服務員阿婷身上透謝著客家人和物的自信,開朗，純真,樸實和美麗。元旦兩夜三日三次登上越王山頂，流連忘返，感受超值。建議遊客登山帶上手襪，山莊在山徑多提示不要丟雜物垃圾和注意鋼絲頭處的安全保護."
33,0,典型的國營酒店，管理層缺乏責任心，管理混亂。房間裡的大燈鏡燈檯燈都是壞的，只有一盞床頭燈可用，不知道酒店是怎麼維護的。最可氣的是結帳時竟然要求客人賠償房間裡已損壞很久的鞋盒，簡直是訛詐。
34,1,"初一住在這家賓館,感覺服務還算是不錯,只是正好過年時候,餐廳打烊比較早,想想人家也不容易,對麗水總的印象,感覺當地人都比較純樸,人也比較熱心."
35,0,初五住的，這麼冷的天沒有暖氣，沒有熱水。攜程預定前臺說沒有收到。總之感覺很業餘。
36,0,"初次入住，感覺房間太舊，洗手間小得不得了，而且洗澡時水一會熱一會冷的，晚上外面那些大貨車吵死了，還有哪裡工地的聲音一樣，反正一晚上都“哄哄哄......""的，除了對面看得到一座綠綠的山，早餐還行外沒得什麼覺得好的哦！賓館回饋2008年3月27日：感謝您入住萬事達酒店，我們酒店現正進行熱水器更換，工地問題是深圳地鐵工程施工。給您帶來不便我們深表歉意！謝謝您的評論！"
37,1,初次入住京華大酒店感覺大堂非常的靚麗，房間夠大非常整潔。東芝液晶電視，HBO。酒店三樓中餐廳的揚州獅子頭爽嫩滑口。酒店出門就是商業中心，步行至瘦西湖也就10多分鐘。
38,1,"初到當地,在攜程上訂了一晚這家酒店,印象中原來認為新疆很偏僻,沒想到酒店的環境及服務與內地的星級酒店沒什麼大差別,大喜過望,不錯不錯."
39,0,"到了酒店被告之預訂的房間被賣了鐘點房,等了半個多小時才入住,房間很小空氣不好.當晚我老婆來例假,把床單弄汙,酒店方讓我賠償300元(房費260元),遂明白進了黑店,酒店態度強硬,後來跟攜程與酒店三方溝通後,表示可以降到物品成本價200元,我還是難以接受,再和攜程聯繫其表示是酒店規定,他們也無能為力,後來前臺居然又要收我打給攜程的長途費,6分鐘12元,我表示了強烈抗議,酒店才甘休,上述過程總共花費了我們1個小時,實在賠不起時間了認倒楣給錢走人,不過還是希望ctrip能給個合理的說法"
40,1,到三亞休息兩天，是我臨時做的決定。當時由於勿忙，利用小休的時間入飛來三亞，前兩天在三亞灣住。最後一天，入住了環球城酒店，感覺這座酒店的環境非常不錯。由於匆忙，連相機都沒來得及帶。和女友一起，在海灘上休息玩耍時，看到美麗的亞龍灣景色，當時又正愁沒有相機合影的苦惱時，發覺有酒店的一名工作人員到海邊來拍外景。於是我們請求他幫我們拍了好幾張合影。他還主動讓我們留下了E-mail。沒想到前天我們回到瀋陽的時候，打開郵箱一看，照片居然給我發過來了。感覺環球城酒店這樣的人性化服務，謝謝！
41,0,"到半夜竟然沒暖氣,怎麼住啊????!!!!!!!!!!"
42,0,"到目前為止，我所住過的酒店中服務最差的一家。入住時我在reception排隊，共兩個服務生，一個在為其他客人辦理入住手續，還有一個卻在和人談天，把我撩在一邊。早餐券上寫著早餐在8樓，事實上在7樓，服務生也不提醒。早餐種類少之又少，位置也很少。早上送去燙的衣服到晚上還沒有拿來，問housekeeping，說是要麼晚上10點以後，要麼第二天早上，簡直沒有腦子，哪有10點以後給客人送東西的，除非是送女人上門。到了10點30，又說衣服還在店裡。第二天早上8：30打電話叫快點送衣服過來，結果又送了半個小時。不過在一樓大廳見到一個MM還是相當的不錯。補充點評2008年4月12日：還有就是酒店和其他辦公室在一起，電梯卻只有3部，而其中一部又不停靠7～15樓，等電梯實在是很麻煩。賓館回饋2008年5月8日：我們已經給我們的前臺重新做了系統的培訓,我相信這樣的情況不會再發生.早餐也已經做過調整,室外的生態茶區已經開放出來,這個季節在那裡吃早餐完全是一種享受.關於洗衣也已經重新和客房部溝通過,以後不會再出現這樣的問題,請見諒."
43,1,到底是國際品牌酒店，服務很好。美中不足的是店門太小，不夠氣派。
44,1,到前臺發現酒店的廣告是數碼房間，原來我們訂的房間有IPTV，有電腦，有VOD，所以很驕傲的說是數碼房間，覺得好玩。服務態度好，但卻一問三不知，沒有宵夜，卻有中藥泡腳的騷擾電話。總體還是滿意的。
45,1,到株洲出差，可選的酒店也就是它了。雖然是株洲機車廠出資搞的，但是因為來往的內外賓多，總體感覺還是不錯的，前臺和服務員都還訓練有素。
46,1,"到桐廬遊玩,4月30日晚上一行9人入住上服假日山莊,總結如下:1.地段不錯,距離市中心10分鐘車程,離幾大景點都挺近;傍山空氣好非常安靜,如果事先做一些功課位置很好找;2.前臺小姐服務意識不錯,態度很好留下深刻印象;3.酒店餐廳飯菜價廉物美,作為家庭旅遊用餐很實惠(9人連啤酒飲料才吃了二百多),10元早餐一定要嘗一下,眾人稱讚下吃不了的還打包帶走;4.房間很乾淨,作為這個價位的賓館設施基本令人滿意,只是浴室的淋浴房實在是要考慮重新改造了;總之,適合家庭出遊~下一次去還會選擇這家的~~~~~"
47,1,到敦煌入住這個酒店吃住行都方便，適合驢友。
48,0,到達後前臺看了我手機上的預定確認的短信，又翻查了一些FAX，仍說沒有接到過攜程預定通知，直到我用手機打了攜程電話要服務員接聽才得到房間。不知問題出在哪裡？酒店在十字路口，入夜都非常嘈雜，主要是汽車長按喇叭的聲音。若非出差需要（靠近客戶），不會住這裡。下次也爭取不再入住。酒店設施一般，早餐7點開始，但到8點半都還沒有多少可吃的，早退房的相當於沒有早餐。
49,0,到達後前臺說刷卡需要直接消費，因此採用現金押金，最後用信用卡結帳（因為異地取現金要支付手續費用，所以，不願多用現金支付房費）剛進入房間，拉開桌子抽屜就發現兩個蟑螂，立刻電話通知客房中心，久等不來，連續三次電話，來了一個服務員，滿不在乎的拿了一個藥在噴。而且說他們天天噴藥。晚上，進入洗手間，發現蟑螂，行李箱下面也是蟑螂，就把服務員留下的藥拼命的噴。第二天早晨，起來穿鞋，還是蟑螂。清晨，電話到前臺要求換房，前臺解釋說，可能樓層太低，所以，蟑螂從餐廳跑到了客房，我要求由服務員直接送另外房間房卡，可是前臺說必須本人來。無奈下樓辦手續，卻告知必須先結帳，再入住。無奈，結帳，重新辦理入住。換至最高樓層，感覺稍好。下午，發現剛買的食物上又是蟑螂。頓時噁心不止。再次通知客房中心。還是藥噴。忍了兩天，退房走人。結果退房時，說第一天費用已經入帳，不能再退還第一天房費的現金押金。跟酒店前臺拍著桌子發了一通火，又同意刷卡結付所有費用，退還現金了。發誓再也不會到此酒店。
50,1,"到達酒店已近十一點,大堂昏暗陳舊,前臺小姐對我的出現有些木然,過了半天才回過神來,行李員倒是微笑到房間;房間很乾淨,只是沒有浴缸,洗臉池的水很小,但仍濺的一塌糊塗,設計不能只追求美觀,打開龍頭就是溫泉,不錯,只是花灑不用時也在滴水,酒店難道不檢修嗎?床太硬,只能把被子墊在底下;要睡覺時發現有一盞燈沒有開關可以關掉,致電客房服務,他們也是一頭霧水,不過還是馬上派電工上來修改線路,這時已是半夜一點多.清晨拉開窗簾,美極了,精緻的花園和泳池,蘭色的大海與椰廊,連接的是那麽完美,再加上新鮮的空氣,簡直不願離開陽臺.吃完早餐去海邊,沙灘椅早已客滿,淡季如此,旺季怎麽辦?下午寶寶午睡時,房間頂部的喇叭突然響起了音樂,致電客房服務,又是一頭霧水,兩分鐘後不知為何又停了.關於吃,自助早餐不怎麽樣,西餐廳味道挺正宗,中餐廳也不錯,只是海鮮品種太少"
51,1,到達紹興後，只要給這個客棧一個電話，十分鐘之內就會有一輛小面的來接你，很方便。“老台門客棧”是由一家古老宅院改裝的，三進的四合院兩層木板瓦房，石板砌成的庭園，木頭柱子立在鼓型石基上，木頭窗戶木頭房門，開門和關門的時候會發出響亮的吱吱聲，保持著古老純樸的氣息，院子裡暗裝了幾個小音箱，不停頓低聲播放江南絲竹樂，很有點氣氛。清晨和黃昏只要你有興趣，都可以坐在院子石凳上發發呆，或者找個對手在那張已經看不到原來油漆顏色的乒乓球桌上打打乒乓球。房間裡為客人免費提供電腦可以上網，與現代資訊時代掛上鉤。乾淨清爽的床鋪，熱水和空調也陪備齊全，洗手間裡有一體式的淋浴間。客棧提供免費的白米粥、油條等簡單的早餐。客棧鄰近魯迅故里和鹹亨酒店，走遠一點還有沈園和倉前直街。
52,1,到鳳凰如不想住在江邊的話，這酒店算是不錯的選擇，相當的安靜。房間的裝修有點舊，整體還算清潔。因為酒店比較大，我是給安排住在後座的5樓的房間，感覺有點遠，因為電梯還在修建中！位置跟鳳凰古城有點遠，吃飯或到其它地方都需要打的。
53,1,"到縉雲也沒別的地方好住,在這裡住了個套房,感覺還可以,在一個小縣城裡有這樣的地方就算不錯了.房間是設備尚可,玻璃是兩層的,主要是因為靠近火車站的緣故,而火車汽笛聲音又很有穿透力.以後來,還必須住這裡."
54,1,協程價格比較好。下次出差還會住這裡。房間還不錯。
55,0,受不了，基本隔壁所有的聲音都聽的一清二楚。因為隔壁沒睡，所以我也跟著無法入睡，見過隔音不好的，可沒見過如此不好的。聽一個計程車司機說這個如家是廠房改造而成的。真是很有疑問：經濟型酒店，到底經濟了誰？
56,1,周圍的環境很好.在房間可以看到大海.普通間很一般.建議住豪華間.價格差不了多少.豪華間非常大.放三張大床也有夠大的空間.非常不錯.還可以看到大海
57,1,"周圍環境不錯,就是房間太舊了.還有兌換外幣也不很方便."
58,1,周圍環境比較安靜，房間乾淨裝潢較新，總的來說性價比高。離九華山有30分鐘的車程，沒有車的話會稍微有些不便。早餐品種太少，不過看在是送的也就算了。
59,1,周圍環境有些亂，但是很熱鬧吃飯的地方也比較多。房間還可以。
60,1,"周圍環境很好,裝修舒適,房間乾淨隔音不好,隔壁打呼嚕就不要想睡覺了服務素質急待提高"
61,1,"周圍環境很好.購物吃飯也很便利。(但是無一線大品牌專賣店)酒店服務不錯,但是在入住時發生一個小插曲：說我沒有預先付款,還好最終順利解決了！此外,前臺對我是通過攜程預定,表現出“不知道如何形容”的表情,嘴裡小聲說到：啊,攜程來的啊&*@#@*....(我略聽得懂一些粵語)不知其他攜程會員入住該酒店時,是否發生類似情況?"
62,0,"周圍環境差,房間設施陳舊.房間小.服務員懶散.去餐廳很不方便,路線複雜.早餐貴,而且沒有什麼可以選擇的種類."
63,1,周圍環境絕佳，處於市區美麗的員當湖湖心島（白鷺洲）上，鬧中取靜，動靜相宜，附近有幾家廈門有名的海鮮酒樓而且還有酒吧夜總會，都是比較不錯的。
64,1,周圍環境還可以，購物方便。房間也是不錯，當時我預定的商務間，就是考慮上網方便。但是有時候網路總是偶爾會斷。由於它那是一棟及商務於一體的大樓，偶爾還是感覺不是很清靜。不過總體還是不錯的。
65,1,周遍環境很好，清晨起床開窗空氣很清新。酒店初看感覺象度假村的感覺，賓館的花園裡還養了兩隻孔雀：）前臺服務人員態度非常好，也很熱情。為我保留房間，還為我照看行李。房間很普通，感覺就是以前老賓館的樣子，衛生間不乾淨，浴缸挺髒，害的我沒敢洗澡。送的早餐極其簡單，炒麵，粥，沒了！似乎住的人不多，我春節去的，一天住下來幾乎沒看到人，到了晚上酒店燈光混暗，外面狗叫的很響，裡面卻一點人的聲音聽不到。我和LP開玩笑，明天早上我們起來酒店就消失了，我們睡在了雪地裡：）
66,1,周邊不算很繁華，基本是在市中心的週邊了，交通很比較便利，很好找。我訂的是行政大床房，房間一般吧，但不夠大，價格不算低，早餐品種偏少，游泳池不小，但沒帶泳褲，沒去試試。服務水準還可以，總體感覺達標，價格合理一些，以後還會考慮入住。
67,1,周邊交通方便，但是附近有工地施工，房間很不錯，就是浴室透明讓人不習慣，總的來講還是不錯的
68,1,周邊交通方便，房價偏高，賓館提供的游泳，健身是個體承包的，大廳不夠氣派，感覺整體和四星級搭配不上。
69,1,周邊的環境確實不錯，適合度假旅遊，就是交通不是很方便。
70,0,"周邊環境不太好，比較亂。房間設施簡陋，收費偏貴。服務不太到位，中午1點你正在休息時，服務員來打擾要清理房間,真是令人煩惱。結果讓他們下午晚些來，結果這一天房間也沒打掃。這樣的服務在別處是不可能遇到的。"
71,1,周邊環境不好，雖然在五環邊上，但交通也不十分便捷，初次去，恐怕不太好找。不過酒店本身還不錯，挺新的，停車也很方便。由於只住了一晚，就匆匆離開了，對服務什麼的，沒太深切的感受。總體感覺還不錯。
72,1,周邊環境不錯，房間裡生態也不錯，所以蚊子較多。。
73,0,周邊環境太差、太髒，緊靠水產品批發市場，而且地理位置太偏僻。酒店的很多配套設施根本沒有建好（比如游泳池和健身館），但是在酒店介紹上先寫上了。總體感覺比較差。
74,1,周邊環境好，安靜，交通也方便，房間很乾淨，服務比較熱情，特別是大堂人員訓練有序。可能是由於在啤酒節前，房價漲的比較多一些，據計程車司機講，平時還是比較便宜的。酒店就在海邊，但離海濱浴場相對其他海邊酒店來說，稍微遠了一點，但因為青島計程車便宜，所以也無所謂
75,0,"周邊環境很靜,離天門山和機場不遠,有接機服務也很方便.出行周邊逛就很不方便了,離鬧區很遠.房間比較小,髒和舊,床單也不怎麼乾淨,冷水壺底下金屬有脫落發黴,不敢使用,連放冷水的也有沉澱雜質,沒敢喝,淋浴房容易漏水使地板變得很濕.早餐不怎麼好,餐廳象個體戶開的大眾食堂,衛生條件不好.看到綜合評分感覺有點上當."
76,0,周邊環境差，房間衛生差，房間設施老舊，服務差（接送車輛接送不到位，電話接不通，衛生設備損壞不維修）。
77,0,周邊環境較差，服務的速度慢，態度還可以，價格太高。
78,1,"周邊環境優美,交通便利.早餐種類較少,前臺服務態度一般,如多一點熱情微笑則更佳."
79,1,周邊環境優美，房間及餐廳服務到位，總台和禮賓服務周到。
80,0,周邊環境還是不錯的，但是酒店的服務人員態度奇差，房間比較小，是我住過酒店中間服務最差的一個。
81,0,味道太重了，晚上睡不著，希望邯鄲賓館有點公德心，裝修剛好就開始營業，想毒死人啊！
82,1,呵呵，又住了回豪華雙床房，感覺房間比標間大了，沒那麼壓抑，床也大了，比較舒服。就是電視太小了，農村的朋友家估計都沒有這麼小的電視了吧。衛生間還是太簡陋了，和酒店的整體定位不匹配。衣櫃裡缺少浴袍，總可以提供兩套吧，我住過的更便宜的酒店都有提供。
83,1,"呵呵,畢竟是當地最好的酒店,所以,除了設施有"
84,1,呵呵……套間反倒沒有連上寬頻……不過房間（普通套間）物有所值，我比較滿意。只是遇到了一個會議，會議退房搞的大廳極為混亂，我不認為與天鵝湖有關，應該屬於會議組織者重大失誤！正在考慮春節訂房……補充點評2007年1月13日：哦！對這裡的餐飲不好評說。我希望其他住客點評！
85,1,"呼和浩特的HOLIDAYINN絕對超過我的預期,原先以為內陸城市條件會差些呢.酒店感覺挺新的,住的是豪華房,它有專門的樓層,好象是六樓和七樓.八樓和九樓是行政樓層.房間挺大的,最令我吃驚的是,我的房間可以免費每天飲用4罐冰箱裡的軟飲料,另外可以每天免費洗兩件衣服.CHECKIN&OUT的速度也挺快的,總體感覺挺不錯.酒店內的中餐廳和西餐廳也不錯,價格也合理.呼和浩特的HOLIDAY在中國的HOLIDAYINN裡絕對是可以的,甚至比有些城市的CROWNEPLAZA還好些呢."
86,1,和LP一起訂的度假，發現三合比較緊俏，於是趕緊下了訂單。在三合感覺中國人絕對是“少數民族”估計老外對這個酒店可能比較熟悉，早餐是在酒店外（第一次這種體會，呵呵），出門向左50米（路對面），叫陽光和酒吧。只有第二天早上看到一對中國人，其他全是老外，感覺有點奇怪。早餐內容太少了。酒店內比較別致，很有古城的味道，房間內的傢俱比較緊湊，不過兩個人住應該還好了。熱水似乎不行，放了很長時間都是溫水。電視奇高無比，晚上看會電視脖子酸，信號也一般。不過如果是體驗古城味道，的確是個不錯的選擇。
87,1,和大部分如家差不多，就是半夜出酒店的話，外面有很多賣小吃的攤子，不錯
88,0,和山裡的農莊比算是好的了吧。牆壁都開裂了，房間還算乾淨，離鎮上有1公里吧，叫車只要2元。鎮上有上海華聯，還挺大的，買些吃的喝的用的都挺方便。
89,1,和父母一起去的，所以住在家庭房裡，沒有看到無敵江景。總得來說，酒店弄得比較乾淨。韓國人特別多。但是房間裡老是有一股去不了的怪味道，馬桶偶爾漏漏水，蓮蓬頭設計得非常容易往外濺水。早餐也不咋地。雖然缺點多多，但是已經算是丹東最頂尖的酒店了。
90,1,和同事出差北京，事先通過查詢後，選擇了中船賓館，於是在攜程網上訂了中船賓館5月17日-20日的兩間房。當日飛機晚點了3個小時，因擔心未能按預定時間入住賓館，因此到北京後打電話給賓館總台，請求保留房間。總台服務員熱情的回復說會保留，於是心安了些。中船賓館在月壇北街靠近三裡河東路約100米向北的月壇北小街50米處，位置蠻幽靜的，半夜在客房裡不受外面道路人車聲音的影響，適合休息。我入住的是大床間，房內總面積約4.5米3米＝13.5平方米左右，其中：衛生間約1.5米2米＝3平方米（約一張床大），睡房約2.8米3米＝8.4平方米。睡房內地板有點象木地板，有一張1.5米寬的大床、一個木衣櫃、一張床頭小櫃，1圓桌2座椅、一張長木桌（含方凳），長木桌上配備有彩電、檯燈，圓桌上配備有電燒水壺和4個杯子、茉莉花茶。房內裝有可自己調節的空調。最滿意的，一是房間內基本沒有許多賓館常聞到的黴味，氣味是好的；二是枕頭、被子、床單凳床上用品很整潔、乾淨，明顯應該是新添置的用品。衛生間也較乾淨，全天有熱水供應，就是隔音效果略微差點，隔壁房間客人開關衛生間的水龍頭，有明顯的水響聲傳過來。每天服務員及時清理房間，舉止規範、文明。總體評價，房間作為個人休息是比較滿意的。賓館一樓總台旁邊設有餐廳，每天早餐為自助餐，收費10元（可打入房費裡），一般有油條、炸面餅、包子、饅頭、花卷、煮雞蛋、茶葉蛋、煎荷包蛋、粟米粥、綠豆粥、豆漿、牛奶、涼拌菜、鹹菜、腐乳等菜色供應，還是蠻豐富的，比較抵值。從賓館出門，可以很方便地打到計程車。賓館東邊不遠處是著名的金融街，西邊不遠處是釣魚臺國賓館，打的從月壇北街向東去西單約12元車費，我有天晚上從西單徒步走回賓館，花了約1小時，大家若沒事可以去四處轉轉瞧瞧，方便。賓館周圍有些小吃點、排擋等飲食攤店，吃東西十分方便，出賓館後往北走200多米有個24小時營業的便利店，可以隨時買到很多適合消費的生活用品。
91,1,和名字很符合，快捷就是快捷，設施非常簡單如果不是holidayinn的話，這個價格就貴的離譜了早餐豐盛選擇它的原因是旁邊有個火車票代售點對於坐火車的人很方便
