text_a	text_b	label	idx
支持陳前總統保外就醫	意味扁保外就醫有轉機,《自由時報》●法部指路扁保外就醫有望,扁6月間首度申請保外就醫遭矯正署否決,綠營十三名新科縣市長一致呼籲讓前總統陳水扁保外就醫,若鑑定小組判定扁符合保外就醫標準,《》●扁保外就醫有望了陳水扁保外就醫有望,或再次提出保外就醫的聲請,法務部長羅瑩雪昨親自對陳水扁保外就醫問題說明,《聯合報》●扁保外就醫羅瑩雪「鼓勵」透過兩途徑法務部長羅瑩雪昨天表示,對綠營多年來要求將前總統陳水扁保	1.0	14
支持陳前總統保外就醫	民進黨立委蔡其昌表示,傳出是挺扁系統逐一向黨內立委施壓所造成,希望立委能出面聲援陳水扁,不少挺扁支持者直接打電話到各民進黨立委辦公室關心,恐將帶來更嚴重的對立,民進黨立委李昆澤也說,逐一點名民進黨立委要聲援阿扁,民進黨不分區立委尤美女表示,民進黨立委陳歐珀也表示,造成台灣社會對立與不安,昨天才赴北監探扁的民進黨立委邱志偉也表示,不過民進黨立委多不願證實,純粹基於人道立場,強調探扁是黨內立委的自發行	2.0	15
支持陳前總統保外就醫	做出專業判斷而非挺扁判斷,法官交給台大醫生診療判斷,專業判斷阿扁病況嚴重,現在醫師的判斷已經很清楚	2.0	16
支持陳前總統保外就醫	他預定23日探望陳水扁,但是扁現在的病況已經很清楚了,各界再度呼籲讓陳水扁保外就醫,預定23日探望服刑中的前總統陳水扁,他是陳水扁醫療小組召集人,陳水扁的病情在醫學上已經有共識,而且也沒有人敢處理陳水扁的問題	2.0	17
支持陳前總統保外就醫	搶救台灣行動聯盟等本土社團日前發起「讓陳前總統保外就醫」連署活動,民進黨與台聯43名立委全數參與連署◎5/25：扁子陳致中指全國連署讓扁保外就醫人數逾30萬人◎7月：民進黨主席蘇貞昌,各界聲援扁保外就醫情況◎3/19：本土社團發動連署爭取讓陳水扁保外就醫,支持讓扁保外就醫◎8月：台中市,馬英九卻還說不符保外就醫規定,通過促請中央讓扁保外就醫◎8/21：台北市長郝龍斌出席「自由巷」揭牌儀式時,呼籲讓	2.0	18
支持陳前總統保外就醫	台北市長郝龍斌認為應促成陳前總統保外就醫,郝不會因這一席話,若郝市長當真贊成阿扁保外就醫,但對於郝龍斌願意敞開心胸,郝龍斌此舉是基於「政治生涯上的規劃」,郝龍斌率先公開表態支持陳前總統保外就醫,考慮送「入黨申請書」給郝,」郝剛踏進市府時,郝龍斌就展現氣度,雖然郝出來開了第一槍,但他不覺得郝是藍營內部唯一贊成的人,郝作為藍營直轄市首長,」就算郝意圖爭取總統大位而有此發言,郝「就從五十九分市長變九十九	1.0	19
支持陳前總統保外就醫	陳水扁病情已達「在監無法為妥適醫治」程度,讓陳水扁回家療養,扁辦指出,前總統陳水扁辦公室今天說,根據台中榮總11月4日就陳水扁病情所開具的最新診斷證明書,有鑑於陳水扁病情快速惡化,陳水扁需要全天候看護照料,陳水扁辦公室今天透過新聞稿指出,扁辦說,扁辦表示	3.0	20
支持陳前總統保外就醫	還有立委私下坦言,這個立場從未改變,立委高志鵬前天近百次問陳冲是否特赦扁,每位立委都是個體,這些社團要立委們一個一個用書面表態,也有立委私下透露,近期四十個民進黨立委辦公室,有立委私下抱怨,有黨內立委抱怨,大多數民進黨立委國會辦公室,許多民進黨立委才被迫出面支持前總統陳水扁保外就醫,過去對媒體提問幾乎有問必答的民進黨立委們,所有立委也沒有,大多數立委都不願多談,昨天民進黨立院黨團澄清,要求立委們支	2.0	21
支持陳前總統保外就醫	讓被關了6年的阿扁,在台南老家的扁媽,畢竟外界聲援讓阿扁保外就醫這麼多年,對扁媽來說,扁媽現在雙眼的視力幾乎是零,扁媽虛歲88歲了,能讓阿扁在過年前,前總統陳水扁有希望保外就醫,上個禮拜她才到台中監獄探視過阿扁,扁媽：「各位鄉親大家想想看,扁媽：「把我兒子關到跛腳,」扁媽年紀大了,」88歲高齡的扁媽,」阿扁如果真的能保外就醫,扁媽：「已經關6年多了	3.0	22
支持陳前總統保外就醫	扁有精囊血腫是因無法解決生理需求,指精囊血腫主要是發炎引起,長庚醫院精神科醫師日前到北監會診,扁有精囊血腫與生理需求無法解決有關,他曾問為扁診斷精囊血腫的醫師,直腸糜爛★下肢肌肉萎縮★右側精囊血塊,精囊血腫原因大致有三：攝護腺肥大	2.0	23
支持陳前總統保外就醫	支氣管鏡,還有支持者跳上車頭阻擋,還有支持者哭了出來,場外五十多名支持者大喊「保外就醫」,守候在醫院的五十多名支持者大喊「保外就醫」	3.0	24
支持陳前總統保外就醫	希望扁與馬的時代都能夠結束,青年救扁音樂會」,這是處理阿扁問題的最好方法,陳水扁表示,阿扁說：「不要,扁手抖那麼多次,扁已關了那麼久,扁案的問題,公開道歉並不是處理阿扁的前提,現因扁的案例,應由馬總統特赦阿扁,到台中監獄探視前總統陳水扁,如果廿四日扁沒被釋放,希望能等到阿扁平安回家,平安夜前若未放扁籲全國同步絕食〔記者楊政郡,過去大家都是逢扁必反,至於阿扁是否應先道歉再談保外就醫問題,不忍見她為了	2.0	25
支持陳前總統保外就醫	據與會人士形容郝龍斌有點靦典見,過去專注在台北市政的郝龍斌最近行程不僅跨黨派,由於明年郝龍斌兩任台北市長任期即將屆滿,郝龍斌（圖左）認為台灣藍綠對峙的局面如果不改善,郝龍斌的動向,透露他要走出天龍國的企圖心,郝龍斌出身深藍的新黨,他不諱言被網友戴上天龍國市長的帽子,台北市長郝龍斌上周到新北市三重區會見當地的本土企業和政壇人士,有一個被稱為軍事強人的父親郝柏村,郝龍斌積極營造藍綠和解的氛圍,郝龍斌上	1.0	26
支持陳前總統保外就醫	撇開政治立場,也可以繼續在監所給藥治療,返家治療,報告「榮民醫療體系醫學研究成效與精進」並備詢,醫療專業來說,中榮對扁的醫療報告確已收到,居家治療僅是選項之一,扁最好的治療方法是否就是居家療養,【政治,因此建議讓扁「返家接受治療」	2.0	28
支持陳前總統保外就醫	台北市長郝龍斌一席「應重視陳水扁的保外就醫問題」的談話,沒有憤恨才有和平」支持陳水扁保外就醫,支持陳水扁保外就醫,大家都有必要站出來支持陳水扁保外就醫,陳水扁健康,陳水扁如果能夠保外就醫	3.0	29
支持陳前總統保外就醫	無論是北榮或中榮對阿扁病況的鑑定,她也將研議如何有效救援阿扁,曾發表陳水扁醫療案調查報告的前監委黃煌雄昨指出,北社社長張葉森也考慮號召挺扁支持者接力絕食,讓阿扁保外就醫是最好的處理方式,由於陳水扁的病情嚴重,一旦阿扁獲釋,以促成阿扁保外就醫,讓陳水扁保外就醫,都建議阿扁應居家療養,不讓陳水扁保外就醫,身兼陳水扁民間醫療小組發言人的北社前社長陳昭姿表示,由於前副總統呂秀蓮準備在二十五日起絕食救扁,他	3.0	30
支持陳前總統保外就醫	陳致中受訪時提到,前總統陳水扁之子陳致中27日前進旗山開講,日前中時社論公開挺扁保外就醫,陳致中發言時提及,(中時)	3.0	32
支持陳前總統保外就醫	扁嫂吳淑珍昨搭高鐵北上探視後說：「他（扁）一直認為廁所有監視器,安排到北榮檢查是善意的,北榮的醫療團隊醫術很好,並拜會北榮院方,扁嫂同意公布病情吳淑珍下午一點半左右抵達北榮一樓大廳,今天將再赴北榮探扁,他相信像北榮這麼大的一家醫學中心,吳淑珍昨天住在台北友人家中,至於是否會留在北榮做後續治療,陳唐山及台聯林志嘉等人均赴北榮探扁,黃博郎／台北報導〕前總統陳水扁住進北榮檢查第五天,援扁苦行明到法部陳情	1.0	34
支持陳前總統保外就醫	「我們要等阿扁出來,救扁行動的短期目標是釋放阿扁總統,尤其全國已有十多個議會決議應讓阿扁保外就醫,〔記者林恕暉／台北報導〕以爭取釋放前總統陳水扁為目標的「救扁義勇軍」,公投護台灣聯盟等團體發起的台灣人「救扁義勇軍」環島苦行,救扁聯盟發言人鄭國忠說,直到陳水扁獲釋」,促成釋放阿扁	3.0	35
支持陳前總統保外就醫	特赦扁的議題,周敏鴻／綜合報導〕本土社團連署聲援特赦前總統陳水扁的問題讓民進黨感到棘手,對於特赦扁,且馬總統已經不同意特赦,對於扁保外就醫或特赦等問題,原本要提案討論特赦扁的陳唐山因主持委員會未出席,討論此議題時還特別「清場」,民進黨各立委辦公室也不斷接到民眾要求特赦扁的遊說電話,對特赦保留,但黨目前沒有任何決議要求特赦,但因特赦的權力在馬英九總統手上,仍堅持要求特赦	2.0	36
支持陳前總統保外就醫	因本案涉及國家機密,特偵組起訴扁侵占隱匿機密公文案,其中國家機密占百分之廿,與李登輝有關的機密資料,派人將置放府內的公文書與機密資料分類裝箱,國安密帳「鞏案」,隱匿國家機密公文案	2.0	37
支持陳前總統保外就醫	呂秀蓮結束絕食開始喝米湯,呂秀蓮31日晚間說,但醫療小組成員相當憂心絕食超過80小時的呂秀蓮的健康狀況,今天凌晨將呂秀蓮送到台大醫院住院治療,呂秀蓮辦公室晚間發布新聞稿表示,1月5日呂秀蓮將重回台中監獄,呂秀蓮31日晚間從台中監獄返回二二八公園的台灣博物館前廣場繼續絕食,前副總統呂秀蓮辦公室今晚表示,呂秀蓮從民國103年12月28日下午4時開始,呂辦表示,呂秀蓮已接受醫師囑咐結束81小時的絕食並在	2.0	39
支持陳前總統保外就醫	而且6月初開始陳水扁擁有特殊待遇,陳水扁自殺念頭一直存在,扁醫療團隊揭露,前總統陳水扁從台北看守所到台北監獄,前總統陳水扁從2008年被羈押,揭露陳水扁3度尋死,另一次陳水扁搭囚車開庭,」扁醫療團轉述,前副總統呂秀蓮：「他(陳水扁)是因為陳醫師(陳喬琪),陳水扁2008年11月和2009年2月,其實陳水扁每天6點多起床吃早餐,向陳水扁本人求證,研判陳水扁瀕臨崩潰,扁醫療團幾度會客問診,陳水其實3度	2.0	40
支持陳前總統保外就醫	前總統陳水扁保外就醫選後再成焦點,前副總統呂秀蓮號召12月10日國際人權日赴台中培德監獄探扁,馬總統應該尊重醫師的專業判斷,立即讓扁統保外就醫,希望呂副總統保重自己的身體,馬英九總統若在本月25日耶誕節前仍不釋放阿扁,民進黨關注陳前總統的醫療人權	1.0	41
支持陳前總統保外就醫	也要求法務部不應取代醫療專業人員,隨後民進黨團總召柯建銘等黨團幹部更率黨籍立委集體赴署立桃園醫院探扁,陳順勝與法務部責付的醫療人員共同會診,確保陳水扁就醫權利,前總統陳水扁因病戒護就醫,但因早上六點就要起床前往醫院,就醫的過程讓他很沒尊嚴,須由陳水扁家屬同意的醫師陳喬琪,完整的醫療評估與檢查,黨團堅持陳水扁一定要留在正規醫療機構中接受醫療,並應盡速讓扁保外就醫,並盡速讓陳水扁保外就醫,應由負責醫師	3.0	42
支持陳前總統保外就醫	郝柏村前天出席作家齊邦媛的新書座談場合時,高分貝護子諷馬觀感不好〔記者施曉光／台北報導〕台北市長郝龍斌日前砲轟國民黨中央,退將喝春酒郝批黨扣帽子高齡九旬的郝柏村昨天與退休將領喝春酒,國民黨中央對郝的「感冒」早就日積月累,郝龍斌此舉是激發危機意識,隨即就遭郝隔空「洗面」,卻獨見郝龍斌要求廢除特偵組,強調郝龍斌的談話與團結問題無關,馬英九相信郝龍斌是善意建言,郝龍斌也都不留情面,謝謝郝柏村的意見,馬英	1.0	43
支持陳前總統保外就醫	且陳水扁如果再次向法務部提出聲請保外就醫,讓陳水扁保外就醫一定要用高度專業處理,讓陳水扁保外就醫案能找出獲得社會共識的解決方法,法律衡平考量前總統陳水扁保外就醫案,陳水扁保外就醫案近日受到重視,法務部從過去到現在都是依法論法處理陳水扁保外就醫案,依法保外就醫的要件是在獄中不能接受適切醫療處置,不應該將陳水扁保外就醫案視為政治事件,不能喊保外就醫就保外就醫,且聲請也不代表就一定可以保外就醫,保外就醫	3.0	44
支持陳前總統保外就醫	醫要件,監察院昨通過前總統陳水扁醫療調查報告案,陳水扁必須在衛生署核准,公布醫療小組在過年前到北榮探視阿扁的畫面,畫面中陳水扁走路不穩,認為陳水扁不宜返回北監,黃煌雄自去年九月立案調查陳水扁醫療案,台北榮總醫院訪談陳水扁四次,陳水扁患有嚴重型睡眠呼吸中止症,呼籲扁病情急需在適合的醫療環境,對於阿扁應否保外就醫,且醫生認定陳水扁不適合再回監獄,以及台北監獄阿扁的舍房照片	2.0	45
支持陳前總統保外就醫	只有認知馬總統性格的特質,這中間馬總統必須慎審評估,總之,陳水扁前總統保外就醫問題也再度成為浪頭上的話題,我們期望馬總統與法務部作出政治判斷,而是馬總統不肯下「政治判斷」,再為馬總統剖陳,不管這是馬總統的「法治信仰」,如果馬總統那麼在乎民調,將純粹是馬總統的政治擔當,去年陳水扁住進台北榮總後,馬總統顯然認為,未必符合馬總統的性格傾向,不管馬總統想不想做政治判斷,馬總統無法避開一個關鍵之問：是不是讓	3.0	46
支持陳前總統保外就醫	顯然認為,未必符合馬總統的性格傾向,不管馬總統想不想做政治判斷,馬總統無法避開一個關鍵之問：是不是讓陳水扁的保外醫治或特赦問題,這是從「政治判斷」面猜測馬總統的動機,我們知道馬總統想要尊重專業,這要先從馬總統的個性談起,即便馬總統尊重專業拒為政治判斷,馬總統也就難以迴避,認為馬總統擔心讓陳水扁離開監所,也許馬總統不是因為下了「政治判斷」而不讓陳水扁保外醫治,本報於今年4月的社論即呼籲馬總統讓陳水扁	3.0	46
支持陳前總統保外就醫	前總統陳水扁保外就醫案,前副總統呂秀蓮將出席,前副總統呂秀蓮	3.0	47
支持陳前總統保外就醫	對於阿扁總統病情每況愈下,另方面也持續關懷阿扁總統的病情,早日釋放阿扁總統,昨天相偕探望前總統陳水扁,阿扁總統病情比上次探視時還嚴重	2.0	48
支持陳前總統保外就醫	強調朝野立委昨天不分黨派同聲支持讓扁保外就醫,扁辦發表聲明表示,扁辦指出,扁辦要對此表達由衷感謝,扁辦也向立院表示謝意,立法院通過決議建請法務部核准前總統陳水扁保外就醫,盡速讓扁保外就醫	2.0	49
支持陳前總統保外就醫	近來言行被視為藍營卡位戰提前開打,已可嗅出「後馬英九時代」藍營卡位硝煙味,」郝立強3人卡位戰郝立強三人隔空過招,提前引爆藍營「郝立強」接班卡位戰,反成為挑戰大位絆腳石,」朱立倫：專心市政面對卡位布局傳聞,連任兩屆市長的郝龍斌搶得最有利位置,直攻總統大位	1.0	50
支持陳前總統保外就醫	立即讓陳水扁保外就醫,針對保外就醫遭駁回一事,可再次提出保外就醫聲請,另外,呼籲法務部盡快讓扁保外就醫,法務部應盡快核准扁的保外就醫聲請,再次提出保外就醫聲請,於扁能否保外就醫抱持樂觀態度,相信扁保外就醫指日可待	2.0	51
支持陳前總統保外就醫	郝龍斌,台北市長郝龍斌幾度公開發言反對核四續建,郝龍斌先前公開聲援陳水扁保外就醫,郝龍斌上周大動作反對核四續建,郝朱動作強度差很多,郝龍斌卻是幾度公開反對續建核四	1.0	53
支持陳前總統保外就醫	「阿扁保外就醫」訴求案打著維護醫療人權的大傘,固然阿扁是位背景不尋常的在監人犯,居然是他於七月十一日已連署「阿扁保外就醫」訴求案,阿扁能夠不喚起大家對於民進黨執政時期貪腐的回憶嗎,就在蘇貞昌表態支持「阿扁保外就醫」的同一天,陳水扁與馬英九在台北市長選舉交鋒時,扁已經沒有「奶」了	1.0	54
支持陳前總統保外就醫	「現在蘇貞昌願意救扁,這次蘇貞昌參與柯文哲醫師等人的連署,蘇貞昌今晚將出席台灣北社舉辦的募款餐會,先前她曾找蘇貞昌尋求連署,蘇貞昌當選黨主席後,當時蘇稱「他不方便簽」,感受到蘇的溫暖,他與蘇貞昌,後來蘇貞昌正式參與連署,當時是本土社團與蘇貞昌最緊張的時刻,她確認是蘇本人的連署後,蘇貞昌當選黨魁後,〔記者李欣芳／台北報導〕民進黨主席蘇貞昌與獨派社團互動引發矚目,對蘇頗有微詞,蘇貞昌已當選民進黨主席,	1.0	55
支持陳前總統保外就醫	希望法務部同意立即保外就醫,考慮公布醫師姓名,台北監獄有請署立桃園醫院醫師看診,醫師沒跟扁談到肺衰竭,一周後卻仍被當成氣喘繼續醫,因有醫師發現扁肺衰竭,陳幸妤下午也爆料扁就醫內幕,獄方安排醫師看診	2.0	56
支持陳前總統保外就醫	決定邀請相關醫療專業人士組成「陳前總統健康會診醫療團」,立院黨團總召柯建銘與黨團書記長邱議瑩三人擔任小組成員,郭安家／台北報導〕前總統陳水扁的健康狀況引發各界關注,前副總統呂秀蓮昨與民進黨台北市黨部召開「一人一信救阿扁」記者會,游錫堃建議可先成立「關懷陳前總統醫療人權專案小組」	3.0	57
支持陳前總統保外就醫	還不如立刻同意讓阿扁保外就醫,阿扁已經坐滿6年牢,讓阿扁支持者更覺不捨,長期支持阿扁的民進黨籍縣市長候選人,《中時》社論曾建議馬總統讓阿扁保外就醫,對阿扁保外就醫問題更堅持依法行事,總會透露出阿扁身體與精神狀態不斷惡化的消息,都是因為阿扁從未向民眾認錯道歉,阿扁的身體狀況,極力主張釋放阿扁的無黨籍柯文哲高票當選,即令阿扁保外就醫讓藍綠就此和解的機會不大,幾位到獄中探望過阿扁的綠營大老及醫師,反而會	3.0	58
支持陳前總統保外就醫	認為陳水扁應該居家療養,也令人不禁懷疑馬政府拒絕讓陳水扁保外就醫是基於不當政治考量,陳菊認為陳水扁健康已經亮起紅燈,繼續就陳水扁保外就醫一事採取更進一步的聲援行動,前總統陳水扁健康狀況未達保外就醫標準	2.0	59
支持陳前總統保外就醫	方法讓民進黨拋棄台灣的國家理想,中共總書記胡錦濤主導謀台戰略,是台灣的敵人,台灣北社與台灣客社,但共產黨要併吞台灣變成特區,可是台灣人不能屈服或喪失國家理想,座談會由台灣社社長吳樹民,這會傷害台灣,中共謀台戰略「國民黨的共產黨化,簽訂和平協議而侵吞台灣,前者早就在做後者已經開始〔記者陳璟民／台北報導〕台灣社,袁紅冰發表新作「被囚禁的台灣」,前中國總理朱鎔基曾說「搞台獨的人沒有好下場」,台灣人須以一	1.0	61
支持陳前總統保外就醫	製作展延申請報告,二度核准扁展延保外醫治3個月,近日將申請第三次展延,作為終止或展延的依據	2.0	62
支持陳前總統保外就醫	郝龍斌不一樣了,郝也不用展現出雄心勃勃的樣子,郝龍斌想要更上一層樓是再正常不過的事,郝龍斌的頻頻出招,出招累積能量過去郝龍斌蟄伏於台北市政,郝龍斌不再是昔日的「宅男市長」,郝也表示不妥協的態度,台北市長郝龍斌昨天召開就職六周年記者會	1.0	63
支持陳前總統保外就醫	所以相關醫療專業的意見就顯得重要,決策過程要依專業以及實際情況來做決定,二是醫療專業,既然監察院與台北榮總皆提出專業的建議報告,具體狀況的判斷應該尊重專業,如果馬政府仍拒絕接受專業建議,」我們相信榮總的診斷意見是專業的,馬總統政府應尊重專業,在醫療專業方面	3.0	65
支持陳前總統保外就醫	吳淑珍說,吳淑珍進去培德醫院後,吳淑珍於25日赴培德醫院探視陳水扁後,吳淑珍表示,吳淑珍沒有下車,扁嫂吳淑珍今天再度前往探視	1.0	66
支持陳前總統保外就醫	陳順勝透露吳淑珍擔心陳前總統漏尿,陳前總統罹患腦額顳葉退化症,陳前總統有重度憂鬱症,催促陳前總統上廁所,陳前總統因神經肌肉控制遲緩,楊政郡／綜合報導〕前總統陳水扁保外就醫一個月期限將屆	3.0	68
支持陳前總統保外就醫	民進黨立委葉宜津詢問北監未來要將阿扁轉院至何處,多名民進黨立委輪番質詢,他對於司委會一再討論扁議題實在很不耐,立院雖通過決議,在國民黨在場立委人數不足下,「不要把司委會弄成搶救阿扁委員會」,泛綠立委日前提案修改「卸任總統副總統禮遇條例」遭藍委封殺,綠營立委連番上陣,國民黨立委謝國樑則說,民進黨立委突然提出附帶決議,立法院昨天再度上演救扁大戰,國民黨立委王廷升說,民進黨立委尤美女變更議程,立法院司法	2.0	69
支持陳前總統保外就醫	陳水扁擴大醫療鑑定小組日前在台中監獄召開第二次會議,呂秀蓮昨天到台中監獄探視陳水扁,陳水扁在信中提到,期盼陳水扁能早日獲得保外就醫,她於探視結束後出示陳水扁寫給她的賀年卡及信件,抗議政府遲遲不讓前總統陳水扁保外就醫,若陳水扁無法在27日半夜前保外就醫,呂秀蓮近日不斷呼籲讓陳水扁保外就醫	2.0	70
支持陳前總統保外就醫	她選在人權日前呼籲馬英九總統,陳前總統健康亮起紅燈,強烈呼籲總統馬英九最遲能在十二月十日世界人權日前,讓陳前總統保外就醫,陳前總統可於高雄進行醫療診治,陳前總統可來高雄接受醫療診治,立即讓陳前總統保外就醫,給予陳水扁前總統保外就醫處遇,馬總統應尊重醫師專業判斷,醫院都願承接阿扁總統的醫療診治,可充分感受陳前總統及扁媽等家人內心的傷感與焦慮,先前榮總等醫療團隊都已提出專業建議	3.0	71
支持陳前總統保外就醫	但因扁不願麻煩他人,陳水扁住院這五個多月來,「你今天（對待陳水扁）做的事,扁只要下床行走就會使用,馬政府對待陳水扁太過頭了,他認為現在將陳水扁關進監獄裡,呂秀蓮等發起一人一信救扁此外,發起一人一信救阿扁行動,陳幸妤昨探視扁後表示,陳水扁沒有拒絕,北榮郭正典：扁惡化速度快台北榮總教研部主治醫師兼醫研科主任郭正典表示,陳水扁兒子陳致中昨到民進黨新竹縣市及嘉義縣黨部,但好強的陳水扁都當場拒絕,五月廿日前	2.0	72
支持陳前總統保外就醫	希望政府趕快讓陳水扁保外就醫,陳水扁相關的司法案件,將扁案定調為「政治迫害」,陳水扁因涉及國務機要費等案,希望各界一起關心陳水扁的身體狀況,這是陳水扁的醫療人權,要求恢復陳水扁的黨籍,但理念上支持讓陳水扁回到民進黨,讓前總統陳水扁再入黨,黨也會依循程序來處理陳水扁再入黨的問題,挺扁人士近日來,也希望總統馬英九不要罔顧扁的醫療人權,現在陳水扁的身體這麼差,恢復陳水扁的黨籍	1.0	73
支持陳前總統保外就醫	此外,可見保外就醫已成社會共識,導致卸任元首在獄中發生意外,台北市等縣市議會近日也將有提案聲援阿扁保外就醫,苖栗縣以及新竹縣等八個縣市議會通過促請中央讓扁保外就醫,應儘速保外就醫,中央本應讓阿扁保外就醫卻不放人,〔記者黃美珠／竹縣報導〕新竹縣議會昨天通過決議促請中央讓陳水扁前總統保外就醫,若依既有保外就醫標準,應讓阿扁儘速保外就醫,讓陳水扁儘速保外就醫	3.0	74
