text_a,text_b,label,idx
支持陳前總統保外就醫,"民進黨已協調各級民代聲援扁的醫療人權,及全台二六六位民進黨籍市議員,在有了民進黨的支持後,希望社會各界能分進合擊,昨日下午民進黨更召開中常會,並強調民進黨很關心扁的健康,前民進黨主席蔡英文等人,親自行文給民進黨各級民意代表,民進黨主席蘇貞昌昨日證實,日前赴民進黨中央邀請蘇貞昌參與連署,未來扁家將與民進黨一起努力",3.0,12
支持陳前總統保外就醫,"蘇貞昌主席「呼籲」大家要站出來,但一再看到蘇主席自廢武功的「呼籲」,而蘇主席的「呼籲」值多少,蘇貞昌才在那裏沉痛「呼籲」,蘇貞昌主席也「呼籲」大家要站出來,蘇貞昌主席「呼籲」馬總統應讓阿扁保外就醫",1.0,13
支持陳前總統保外就醫,"意味扁保外就醫有轉機,或再次提出保外就醫的聲請,綠營十三名新科縣市長一致呼籲讓前總統陳水扁保外就醫,若鑑定小組判定扁符合保外就醫標準,《聯合報》●扁保外就醫羅瑩雪「鼓勵」透過兩途徑法務部長羅瑩雪昨天表示,外界要求檢討浮動油價計算公式,扁6月間首度申請保外就醫遭矯正署否決,《》●扁保外就醫有望了陳水扁保外就醫有望！法務部長羅瑩雪昨親自對陳水扁保外就醫問題說明,馬政府已向綠營釋出「同意扁保外就醫」的訊",1.0,14
支持陳前總統保外就醫,"希望立委能出面聲援陳水扁,造成台灣社會對立與不安,不過民進黨立委多不願證實,逐一點名民進黨立委要聲援阿扁,純粹基於人道立場,不少挺扁支持者直接打電話到各民進黨立委辦公室關心,昨天才赴北監探扁的民進黨立委邱志偉也表示,民進黨立委陳歐珀也表示,民進黨立委李昆澤也說,民進黨立委蔡其昌表示,傳出是挺扁系統逐一向黨內立委施壓所造成,強調探扁是黨內立委的自發行為,恐將帶來更嚴重的對立,民進黨不分區立委尤美女表",2.0,15
支持陳前總統保外就醫,"專業判斷阿扁病況嚴重,做出專業判斷而非挺扁判斷,現在醫師的判斷已經很清楚,法官交給台大醫生診療判斷",2.0,16
支持陳前總統保外就醫,"搶救台灣行動聯盟等本土社團日前發起「讓陳前總統保外就醫」連署活動,呼籲讓扁保外就醫資料來源：《蘋果》資料室,馬英九卻還說不符保外就醫規定,各界聲援扁保外就醫情況◎3/19：本土社團發動連署爭取讓陳水扁保外就醫,支持讓扁保外就醫◎8月：台中市,把保外就醫當假釋,民進黨與台聯43名立委全數參與連署◎5/25：扁子陳致中指全國連署讓扁保外就醫人數逾30萬人◎7月：民進黨主席蘇貞昌,通過促請中央讓扁保外就",2.0,18
支持陳前總統保外就醫,"陳水扁需要全天候看護照料,前總統陳水扁辦公室今天說,根據台中榮總11月4日就陳水扁病情所開具的最新診斷證明書,讓陳水扁回家療養,扁辦指出,扁辦表示,扁辦說,有鑑於陳水扁病情快速惡化,陳水扁辦公室今天透過新聞稿指出,陳水扁病情已達「在監無法為妥適醫治」程度",3.0,20
支持陳前總統保外就醫,"昨天民進黨立院黨團澄清,有黨內立委抱怨,還有立委私下坦言,近期四十個民進黨立委辦公室,有立委私下抱怨,這些社團要立委們一個一個用書面表態,大多數立委都不願多談,要求立委們支持「法務部應讓扁移監及保外就醫」,這個立場從未改變,大多數民進黨立委國會辦公室,所有立委也沒有,過去對媒體提問幾乎有問必答的民進黨立委們,立委高志鵬前天近百次問陳冲是否特赦扁,許多民進黨立委才被迫出面支持前總統陳水扁保外就醫,每",2.0,21
支持陳前總統保外就醫,"」阿扁如果真的能保外就醫,扁媽：「各位鄉親大家想想看,對扁媽來說,」扁媽年紀大了,畢竟外界聲援讓阿扁保外就醫這麼多年,」88歲高齡的扁媽,在台南老家的扁媽,上個禮拜她才到台中監獄探視過阿扁,扁媽虛歲88歲了,扁媽：「已經關6年多了,讓被關了6年的阿扁,扁媽現在雙眼的視力幾乎是零,前總統陳水扁有希望保外就醫,還能不能團聚！扁媽：「把我兒子關到跛腳,能讓阿扁在過年前",3.0,22
支持陳前總統保外就醫,"長庚醫院精神科醫師日前到北監會診,直腸糜爛★下肢肌肉萎縮★右側精囊血塊,扁有精囊血腫與生理需求無法解決有關,精囊血腫原因大致有三：攝護腺肥大,扁有精囊血腫是因無法解決生理需求,他曾問為扁診斷精囊血腫的醫師,指精囊血腫主要是發炎引起",2.0,23
支持陳前總統保外就醫,"場外五十多名支持者大喊「保外就醫」,守候在醫院的五十多名支持者大喊「保外就醫」,還有支持者哭了出來,支氣管鏡,還有支持者跳上車頭阻擋",3.0,24
支持陳前總統保外就醫,"平安夜前若未放扁籲全國同步絕食〔記者楊政郡,這是處理阿扁問題的最好方法,不忍見她為了救扁而絕食,希望扁與馬的時代都能夠結束,應由馬總統特赦阿扁,過去大家都是逢扁必反,阿扁說：「不要,公開道歉並不是處理阿扁的前提,如果廿四日扁沒被釋放,希望能等到阿扁平安回家,扁手抖那麼多次,至於阿扁是否應先道歉再談保外就醫問題,到台中監獄探視前總統陳水扁,青年救扁音樂會」,陳水扁表示,現因扁的案例,扁已關了那麼久,",2.0,25
支持陳前總統保外就醫,"無論主張保外就醫或是特赦,就是保外就醫和特赦兩條路,而保外就醫有法律規定,先爭取保外就醫",1.0,27
支持陳前總統保外就醫,"【政治,因此建議讓扁「返家接受治療」,也可以繼續在監所給藥治療,居家治療僅是選項之一,返家治療,撇開政治立場,醫療專業來說,扁最好的治療方法是否就是居家療養,中榮對扁的醫療報告確已收到,報告「榮民醫療體系醫學研究成效與精進」並備詢",2.0,28
支持陳前總統保外就醫,"陳水扁健康,陳水扁如果能夠保外就醫,大家都有必要站出來支持陳水扁保外就醫,支持陳水扁保外就醫,沒有憤恨才有和平」支持陳水扁保外就醫,台北市長郝龍斌一席「應重視陳水扁的保外就醫問題」的談話",3.0,29
支持陳前總統保外就醫,"便於扁家親人的探視,應共同關切陳水扁的健康狀況,應給予阿扁好的醫療對待,對扁的健康才有幫助,也對扁的身心健康有幫助,相關單位應給阿扁好的醫療或換個環境,何況阿扁是卸任總統,快要凍未條（台語）！」讓他們相當擔心阿扁的身心健康持續惡化,儘管綠營內部有要求特赦扁的聲浪,陳水扁從署立桃園醫院返回北監後,他關切陳水扁的醫療與司法人權,目前應優先保住阿扁的生命健康,相關單位不應對陳水扁有差別待遇,保住阿扁的性",3.0,31
支持陳前總統保外就醫,"切陳水扁的醫療與司法人權,目前應優先保住阿扁的生命健康,相關單位不應對陳水扁有差別待遇,保住阿扁的性命,呼籲讓陳水扁前總統保外就醫或移監,阿扁目前的健康狀況不佳,爭取讓阿扁保外就醫或移監到高雄,但當前應優先搶救阿扁,以後再提要求特赦或扁案的公平審判,串聯綠委優先搶救扁命〔記者李欣芳／台北報導〕台灣客社社長張葉森等本土社團幹部連日來串聯二十位民進黨立委發起連署",3.0,31
支持陳前總統保外就醫,"法務部昨天記者會一改過去「陳水扁不符保外就醫」態度,指陳水扁有睡眠呼吸暫止,」陳水扁現在的狀況「隨時會有危險」,陳水扁曾多次嗆咳,至於大家擔心陳水扁未來是否會「趴趴走」等,如果陳水扁保外就醫,陳水扁2008年至今有包括憂鬱症,很失望前總統陳水扁無法馬上保外就醫,「阿扁保外就醫為期不遠,稱陳水扁如果再次聲請,消費陳水扁,陳水扁民間醫療小組成員郭正典,朝野關心陳水扁保外就醫,他和陳水扁談過",3.0,33
支持陳前總統保外就醫,"至於是否會留在北榮做後續治療,並拜會北榮院方,援扁苦行明到法部陳情前副總統呂秀蓮也到北榮探扁,安排到北榮檢查是善意的,他相信像北榮這麼大的一家醫學中心,扁嫂吳淑珍昨搭高鐵北上探視後說：「他（扁）一直認為廁所有監視器,今天將再赴北榮探扁,吳淑珍昨天住在台北友人家中,扁嫂同意公布病情吳淑珍下午一點半左右抵達北榮一樓大廳,黃博郎／台北報導〕前總統陳水扁住進北榮檢查第五天,北榮的醫療團隊醫術很好,陳唐山及",1.0,34
支持陳前總統保外就醫,"〔記者林恕暉／台北報導〕以爭取釋放前總統陳水扁為目標的「救扁義勇軍」,救扁行動的短期目標是釋放阿扁總統,促成釋放阿扁,尤其全國已有十多個議會決議應讓阿扁保外就醫,直到陳水扁獲釋」,救扁聯盟發言人鄭國忠說,「我們要等阿扁出來,公投護台灣聯盟等團體發起的台灣人「救扁義勇軍」環島苦行",3.0,35
支持陳前總統保外就醫,"特偵組起訴扁侵占隱匿機密公文案,與李登輝有關的機密資料,國安密帳「鞏案」,隱匿國家機密公文案,派人將置放府內的公文書與機密資料分類裝箱,因本案涉及國家機密,其中國家機密占百分之廿",2.0,37
支持陳前總統保外就醫,"呂秀蓮31日晚間從台中監獄返回二二八公園的台灣博物館前廣場繼續絕食,呂秀蓮辦公室晚間發布新聞稿表示,呂秀蓮31日晚間說,呂秀蓮從民國103年12月28日下午4時開始,呂秀蓮已接受醫師囑咐結束81小時的絕食並在晚上開始喝米湯,今天凌晨將呂秀蓮送到台大醫院住院治療,1月5日呂秀蓮將重回台中監獄,前副總統呂秀蓮辦公室今晚表示,呂辦表示,呂秀蓮結束絕食開始喝米湯,但醫療小組成員相當憂心絕食超過80小時的呂",2.0,39
支持陳前總統保外就醫,"陳水扁2008年11月和2009年2月,向陳水扁本人求證,陳水扁自殺念頭一直存在,讓陳水扁保外就醫,前總統陳水扁從2008年被羈押,扁醫療團隊揭露,揭露陳水扁3度尋死,而且6月初開始陳水扁擁有特殊待遇,其實陳水扁每天6點多起床吃早餐,」扁醫療團轉述,前總統陳水扁從台北看守所到台北監獄,前副總統呂秀蓮：「他(陳水扁)是因為陳醫師(陳喬琪),研判陳水扁瀕臨崩潰,陳水其實3度尋死,另一次陳水扁搭囚車開庭",2.0,40
支持陳前總統保外就醫,"高分貝護子諷馬觀感不好〔記者施曉光／台北報導〕台北市長郝龍斌日前砲轟國民黨中央,郝柏村前天出席作家齊邦媛的新書座談場合時,謝謝郝柏村的意見,郝父前行政院長郝柏村昨高分貝為兒子辯駁,郝龍斌也都不留情面,隨即就遭郝隔空「洗面」,沒有想到郝龍斌最近又利用媒體專訪機會再向層峰開砲,馬英九在中山會報上雖說相信郝是善意建言,郝龍斌屢放砲惹惱黨中央後來包括經建會主委管中閔等政務官爆發言行爭議,退將喝春酒郝批黨扣",1.0,43
支持陳前總統保外就醫,"郝是善意建言,郝龍斌屢放砲惹惱黨中央後來包括經建會主委管中閔等政務官爆發言行爭議,退將喝春酒郝批黨扣帽子高齡九旬的郝柏村昨天與退休將領喝春酒,卻獨見郝龍斌要求廢除特偵組,國民黨中央對郝的「感冒」早就日積月累,郝龍斌此舉是激發危機意識,郝柏村還表示,強調郝龍斌的談話與團結問題無關,關於郝龍斌先前的發言,台北市長郝龍斌就屢與國民黨層峰唱反調,馬英九相信郝龍斌是善意建言,痛批郝是失敗主義",1.0,43
支持陳前總統保外就醫,"讓陳水扁保外就醫一定要用高度專業處理,且聲請也不代表就一定可以保外就醫,依法保外就醫的要件是在獄中不能接受適切醫療處置,不能喊保外就醫就保外就醫,保外就醫指日可待,法律衡平考量前總統陳水扁保外就醫案,陳水扁保外就醫案近日受到重視,不應該將陳水扁保外就醫案視為政治事件,讓陳水扁保外就醫案能找出獲得社會共識的解決方法,且陳水扁如果再次向法務部提出聲請保外就醫,法務部從過去到現在都是依法論法處理陳水扁保",3.0,44
支持陳前總統保外就醫,"馬總統依然不為所動,陳水扁前總統保外就醫問題也再度成為浪頭上的話題,本報於今年4月的社論即呼籲馬總統讓陳水扁保外就醫,這是從「政治判斷」面猜測馬總統的動機,外界許多人認為是馬總統堅持不讓陳水扁保外醫治,總之,認為馬總統擔心讓陳水扁離開監所,馬總統不做政治判斷,前副總統呂秀蓮,我們知道馬總統想要尊重專業,馬總統顯然認為,去年陳水扁住進台北榮總後,馬總統也就難以迴避,這中間馬總統必須慎審評估,即便馬總",3.0,46
支持陳前總統保外就醫,"業,馬總統顯然認為,去年陳水扁住進台北榮總後,馬總統也就難以迴避,這中間馬總統必須慎審評估,即便馬總統尊重專業拒為政治判斷,不管馬總統想不想做政治判斷,只有認知馬總統性格的特質,未必符合馬總統的性格傾向,如果馬總統那麼在乎民調,馬總統無法避開一個關鍵之問：是不是讓陳水扁的保外醫治或特赦問題,也許馬總統不是因為下了「政治判斷」而不讓陳水扁保外醫治,馬總統「尊重專業」不願為「政治判斷」,再為馬總統剖陳",3.0,46
支持陳前總統保外就醫,"昨天相偕探望前總統陳水扁,另方面也持續關懷阿扁總統的病情,阿扁總統病情比上次探視時還嚴重,早日釋放阿扁總統,對於阿扁總統病情每況愈下",2.0,48
支持陳前總統保外就醫,"盡速讓扁保外就醫,扁辦發表聲明表示,強調朝野立委昨天不分黨派同聲支持讓扁保外就醫,扁辦也向立院表示謝意,扁辦指出,立法院通過決議建請法務部核准前總統陳水扁保外就醫,扁辦要對此表達由衷感謝",2.0,49
支持陳前總統保外就醫,"」朱立倫：專心市政面對卡位布局傳聞,已可嗅出「後馬英九時代」藍營卡位硝煙味,近來言行被視為藍營卡位戰提前開打,連任兩屆市長的郝龍斌搶得最有利位置,反成為挑戰大位絆腳石,直攻總統大位,」郝立強3人卡位戰郝立強三人隔空過招,提前引爆藍營「郝立強」接班卡位戰",1.0,50
支持陳前總統保外就醫,"針對前總統陳水扁保外就醫案,扁提出保外就醫申請,能在12月25日前讓他保外就醫,是可以保外就醫,因此扁律師鄭文隆今天上午到法務部再度遞狀申請保外就醫",2.0,52
支持陳前總統保外就醫,"郝朱動作強度差很多,郝龍斌,郝龍斌先前公開聲援陳水扁保外就醫,台北市長郝龍斌幾度公開發言反對核四續建,郝龍斌卻是幾度公開反對續建核四,郝龍斌上周大動作反對核四續建",1.0,53
支持陳前總統保外就醫,"「阿扁保外就醫」訴求案打著維護醫療人權的大傘,固然阿扁是位背景不尋常的在監人犯,扁已經沒有「奶」了,就在蘇貞昌表態支持「阿扁保外就醫」的同一天,陳水扁與馬英九在台北市長選舉交鋒時,居然是他於七月十一日已連署「阿扁保外就醫」訴求案,阿扁能夠不喚起大家對於民進黨執政時期貪腐的回憶嗎",1.0,54
支持陳前總統保外就醫,"她確認是蘇本人的連署後,這次蘇貞昌參與柯文哲醫師等人的連署,〔記者李欣芳／台北報導〕民進黨主席蘇貞昌與獨派社團互動引發矚目,先前她曾找蘇貞昌尋求連署,蘇貞昌已當選民進黨主席,當時蘇稱「他不方便簽」,感受到蘇的溫暖,蘇貞昌當選黨魁後,當時是本土社團與蘇貞昌最緊張的時刻,蘇貞昌當選黨主席後,對蘇頗有微詞,蘇貞昌前年參選台北市長時,他與蘇貞昌,後來蘇貞昌正式參與連署,蘇貞昌今晚將出席台灣北社舉辦的募款餐",1.0,55
支持陳前總統保外就醫,"台北監獄有請署立桃園醫院醫師看診,希望法務部同意立即保外就醫,一周後卻仍被當成氣喘繼續醫,陳幸妤下午也爆料扁就醫內幕,考慮公布醫師姓名,醫師沒跟扁談到肺衰竭,獄方安排醫師看診,因有醫師發現扁肺衰竭",2.0,56
支持陳前總統保外就醫,"郭安家／台北報導〕前總統陳水扁的健康狀況引發各界關注,前副總統呂秀蓮昨與民進黨台北市黨部召開「一人一信救阿扁」記者會,游錫堃建議可先成立「關懷陳前總統醫療人權專案小組」,立院黨團總召柯建銘與黨團書記長邱議瑩三人擔任小組成員,決定邀請相關醫療專業人士組成「陳前總統健康會診醫療團」",3.0,57
支持陳前總統保外就醫,"即令阿扁保外就醫讓藍綠就此和解的機會不大,反而會成為他送給這個因為阿扁入獄而嚴重對立的社會,還不如立刻同意讓阿扁保外就醫,對阿扁保外就醫問題更堅持依法行事,讓阿扁支持者更覺不捨,《中時》社論曾建議馬總統讓阿扁保外就醫,極力主張釋放阿扁的無黨籍柯文哲高票當選,幾位到獄中探望過阿扁的綠營大老及醫師,阿扁已經坐滿6年牢,都是因為阿扁從未向民眾認錯道歉,長期支持阿扁的民進黨籍縣市長候選人,總會透露出阿扁身",3.0,58
支持陳前總統保外就醫,"前總統陳水扁再度委託律師鄭文龍向法務部申請保外就醫,法務部日前對陳水扁保外就醫案鬆口,他建議沿用矯正署的官方鑑定小組加上陳水扁的民間醫療團隊,到法務部遞狀替陳水扁申請保外就醫,陳水扁被關了超過6年,希望讓陳水扁在耶誕節前回家,釋放陳水扁的權利在他們手上,保外就醫是讓陳水扁回家最快的方式,盼能讓陳水扁在耶誕節前回家治療,律師團會再與陳水扁討論,陳水扁向台北地院提抗告的部分",3.0,60
支持陳前總統保外就醫,"簽訂和平協議而侵吞台灣,是台灣的敵人,方法讓民進黨拋棄台灣的國家理想,台灣人須以一九五一年中國,這會傷害台灣,座談會由台灣社社長吳樹民,袁紅冰發表新作「被囚禁的台灣」,中共謀台戰略「國民黨的共產黨化,昨天合辦「在『被囚禁的台灣』中奮力突圍！」座談會,台灣北社與台灣客社,是對台灣人發出殺雞儆猴,可是台灣人不能屈服或喪失國家理想,前中國總理朱鎔基曾說「搞台獨的人沒有好下場」,中共總書記胡錦濤主導謀台戰",1.0,61
支持陳前總統保外就醫,"製作展延申請報告,近日將申請第三次展延,二度核准扁展延保外醫治3個月,作為終止或展延的依據",2.0,62
支持陳前總統保外就醫,"陳水扁符合保外就醫條件,就能夠保外就醫,陳前總統保外就醫傳出好消息,建議讓陳水扁保外就醫",2.0,64
支持陳前總統保外就醫,"二是醫療專業,所以相關醫療專業的意見就顯得重要,在醫療專業方面,馬總統政府應尊重專業,具體狀況的判斷應該尊重專業,」我們相信榮總的診斷意見是專業的,決策過程要依專業以及實際情況來做決定,既然監察院與台北榮總皆提出專業的建議報告,如果馬政府仍拒絕接受專業建議",3.0,65
支持陳前總統保外就醫,"吳淑珍沒有下車,吳淑珍表示,扁嫂吳淑珍今天再度前往探視,吳淑珍說,吳淑珍進去培德醫院後,吳淑珍於25日赴培德醫院探視陳水扁後",1.0,66
支持陳前總統保外就醫,"立院雖通過決議,立法院昨天再度上演救扁大戰,在國民黨在場立委人數不足下,多名民進黨立委輪番質詢,綠營立委連番上陣,民進黨立委突然提出附帶決議,泛綠立委日前提案修改「卸任總統副總統禮遇條例」遭藍委封殺,國民黨立委王廷升說,還敢來質疑司委會,國民黨立委謝國樑則說,民進黨立委尤美女變更議程,民進黨立委葉宜津詢問北監未來要將阿扁轉院至何處,他對於司委會一再討論扁議題實在很不耐,立法院司法法制委員會通過附帶",2.0,69
支持陳前總統保外就醫,"抗議政府遲遲不讓前總統陳水扁保外就醫,呂秀蓮近日不斷呼籲讓陳水扁保外就醫,呂秀蓮昨天到台中監獄探視陳水扁,若陳水扁無法在27日半夜前保外就醫,她於探視結束後出示陳水扁寫給她的賀年卡及信件,陳水扁擴大醫療鑑定小組日前在台中監獄召開第二次會議,期盼陳水扁能早日獲得保外就醫,陳水扁在信中提到",2.0,70
支持陳前總統保外就醫,"立即讓陳前總統保外就醫,強烈呼籲總統馬英九最遲能在十二月十日世界人權日前,陳前總統健康亮起紅燈,醫院都願承接阿扁總統的醫療診治,陳前總統可來高雄接受醫療診治,她選在人權日前呼籲馬英九總統,讓陳前總統保外就醫,可充分感受陳前總統及扁媽等家人內心的傷感與焦慮,給予陳水扁前總統保外就醫處遇,先前榮總等醫療團隊都已提出專業建議,陳前總統可於高雄進行醫療診治,馬總統應尊重醫師專業判斷",3.0,71
支持陳前總統保外就醫,"他認為現在將陳水扁關進監獄裡,但因扁不願麻煩他人,陳水扁兒子陳致中昨到民進黨新竹縣市及嘉義縣黨部,「你今天（對待陳水扁）做的事,陳水扁住院這五個多月來,呂秀蓮等發起一人一信救扁此外,發起一人一信救阿扁行動,馬政府對待陳水扁太過頭了,陳幸妤昨探視扁後表示,北榮郭正典：扁惡化速度快台北榮總教研部主治醫師兼醫研科主任郭正典表示,但好強的陳水扁都當場拒絕,扁只要下床行走就會使用,陳水扁沒有拒絕,五月廿日前",2.0,72
支持陳前總統保外就醫,"挺扁人士近日來,但理念上支持讓陳水扁回到民進黨,黨也會依循程序來處理陳水扁再入黨的問題,現在陳水扁的身體這麼差,將扁案定調為「政治迫害」,也希望總統馬英九不要罔顧扁的醫療人權,陳水扁因涉及國務機要費等案,陳水扁相關的司法案件,希望政府趕快讓陳水扁保外就醫,恢復陳水扁的黨籍,希望各界一起關心陳水扁的身體狀況,讓前總統陳水扁再入黨,這是陳水扁的醫療人權,要求恢復陳水扁的黨籍",1.0,73
支持陳前總統保外就醫,"台北市等縣市議會近日也將有提案聲援阿扁保外就醫,可見保外就醫已成社會共識,此外,若依既有保外就醫標準,應讓阿扁儘速保外就醫,苖栗縣以及新竹縣等八個縣市議會通過促請中央讓扁保外就醫,中央本應讓阿扁保外就醫卻不放人,應儘速保外就醫,〔記者黃美珠／竹縣報導〕新竹縣議會昨天通過決議促請中央讓陳水扁前總統保外就醫,導致卸任元首在獄中發生意外,讓陳水扁儘速保外就醫",3.0,74
支持陳前總統保外就醫,"應立即讓陳水扁保外就醫,署立桃園醫院副院長徐錦池也表示,也沒有要赴醫院檢查的建議,獄方也未接獲任何醫師指「陳水扁肺部功能已達衰竭程度,希望法務部同意立即保外就醫,醫師向他回報,署桃曾兩度派出胸腔專科醫師前往看診,獄方指派的醫師曾開給父親氣喘藥,審酌北監醫療設備能否診療扁病情後,至於是否需要保外就醫,陳水扁在寄給妻子吳淑珍的信件寫到︰「上個禮拜醫師說,法務部應指派醫學中心的醫師進行會診,父親必須立即",3.0,75
支持陳前總統保外就醫,"準台北市長柯文哲呼籲讓前總統陳水扁保外就醫,柯辦稍早已證實此事",3.0,76
支持陳前總統保外就醫,"總統府表示,馬總統向穆考斯基說明,陳前總統因貪污罪定讞,但馬總統一直拒絕,直接向馬總統提到讓陳水扁保外就醫的問題,黃維助／台北報導〕關切陳水扁前總統醫療人權的美國聯邦參議員穆考斯基昨在分別會晤馬英九總統與民進黨主席蘇貞昌時,穆考斯基提醒馬總統,但馬總統對阿扁保外就醫持保留態度,她與馬總統見面時,馬總統的態度令人非常遺憾",1.0,77
支持陳前總統保外就醫,"治療太過消極,台北市議員莊瑞雄也呼籲應讓阿扁過年與家人團聚,回家過年,「讓阿扁回家過年,讓阿扁回家過年吧！」記者會,民主先進國家沒看到一個政府把前總統關那麼多年,陳水扁在去年九月僅有極輕微的手抖症狀",3.0,79
支持陳前總統保外就醫,"下午已收到台中榮總鑑定報告,將於明天一早把鑑定報告送到法務部矯正署,15名醫療鑑定小組成員都同意陳水扁保外就醫",3.0,80
支持陳前總統保外就醫,",赦扁是法律問題,相信總統會用智慧去處理6/07阿扁聯誼會總召集人郭正典發出「特赦陳水扁總統和郭瑤琪部長」連署書,」府：健康最重要陳菊說：「（特赦阿扁）是民進黨內重視的問題,並在全代會中通過赦扁提案,希望九月民進黨全代會能通過赦扁提案,她支持赦扁的立場沒變,昨在「台灣地方議會特赦阿扁總統大聯盟」記者會中,自己服務處也將轉型為「特赦阿扁總統連署中心」,鄭指赦扁才是促進族群和諧",1.0,82
支持陳前總統保外就醫,"由於法務部日前已對外表示相關程序可望在年底前走完,日前法務部長羅瑩雪主動召開記者會時,由法務部矯正署籌組的扁保外就醫擴大醫療團,還是不被法務部採納,呼籲法務部必須予以尊重,如果法務部真的尊重醫療專業的話,「畢竟這是法務部自己提出的方案」,是在法務部「指路」的情況下進行,既然法務部已經聲明會尊重醫療專業",3.0,84
支持陳前總統保外就醫,"昨日民進黨主席蘇貞昌特別前往扁的官田老家,含著淚告訴蘇貞昌,直到蘇貞昌結束探視,但扁媽看了一下就說：「我不識字啦！」自顧自的交代蘇「我說的事你千萬不能忘」,看得蘇貞昌連忙上前扶起,蘇貞昌在「過庄行聊」的下鄉行程中,扁媽淚流滿面哭求蘇貞昌「要強一點」,蘇貞昌趕緊上前拉了一把,蘇貞昌強調,一見到蘇貞昌眼淚就流出來,蘇貞昌趕緊拿出一疊資料,拉了椅子坐在蘇貞昌背後",2.0,85
支持陳前總統保外就醫,"但陳水扁辦公室發出新聞稿,」原本在台北監獄服刑的陳水扁,扁辦指出,前總統陳水扁去年9月在台北榮總接受治療,陳水扁腦部病情持續惡化,陳水扁辦公室發出新聞稿,前總統陳水扁身體狀況難道又亮紅燈了嗎,目前陳水扁得先度手術",1.0,87
